recordingId,trackId,frame,trackLifetime,xCenter,yCenter,heading,width,length,xVelocity,yVelocity,xAcceleration,yAcceleration,lonVelocity,latVelocity,lonAcceleration,latAcceleration
0,1,107,107,136.00071,-48.96095,286.63167,1.84093,3.92792,-0.00031,-0.00271,-0.00561,-0.0034,0.00251,0.00107,0.00166,0.00635
0,1,108,108,136.00099,-48.96079,286.61504,1.84093,3.92792,-0.00071,-0.00292,-0.00549,-0.00269,0.00259,0.00151,0.00101,0.00603
0,1,109,109,136.00126,-48.96082,286.60697,1.84093,3.92792,-0.00123,-0.00313,-0.00515,-0.00189,0.00265,0.00207,0.00034,0.00547
0,1,110,110,136.00122,-48.96095,286.60719,1.84093,3.92792,-0.00173,-0.00331,-0.0045,-0.00098,0.00267,0.00261,-0.00034,0.00459
0,1,111,111,136.0009,-48.96129,286.61036,1.84093,3.92792,-0.00212,-0.00337,-0.0036,-2e-05,0.00262,0.00299,-0.00101,0.00345
0,1,112,112,136.00029,-48.96172,286.61516,1.84093,3.92792,-0.00226,-0.00327,-0.0026,0.00091,0.00248,0.0031,-0.00161,0.00223
0,1,113,113,135.99968,-48.96239,286.62421,1.84093,3.92792,-0.00215,-0.00292,-0.0017,0.00162,0.00218,0.00289,-0.00204,0.00117
0,1,114,114,135.99897,-48.96299,286.62954,1.84093,3.92792,-0.00176,-0.00234,-0.00115,0.00193,0.00174,0.00236,-0.00218,0.00054
0,1,115,115,135.99938,-48.96281,286.64359,1.84093,3.92792,-0.00154,-0.00186,-0.00095,0.00178,0.00135,0.00201,-0.00198,0.0004
0,1,116,116,135.99942,-48.96252,286.66562,1.84093,3.92792,-0.00135,-0.00154,-0.001,0.0013,0.00109,0.00173,-0.00154,0.00058
0,1,117,117,135.99971,-48.96191,286.69512,1.84093,3.92792,-0.0013,-0.0015,-0.00121,0.00071,0.00106,0.00168,-0.00102,0.00096
0,1,118,118,135.99991,-48.96154,286.725,1.84093,3.92792,-0.00136,-0.00166,-0.00146,0.00021,0.0012,0.00178,-0.00062,0.00133
0,1,119,119,135.99947,-48.96196,286.74737,1.84093,3.92792,-0.00128,-0.00169,-0.00177,-0.00017,0.00125,0.00171,-0.00034,0.00174
0,1,120,120,136.0,-48.96197,286.75841,1.84093,3.92792,-0.00144,-0.00177,-0.0021,-0.0005,0.00128,0.00189,-0.00013,0.00216
0,1,121,121,135.99975,-48.96246,286.76056,1.84093,3.92792,-0.00154,-0.00169,-0.00238,-0.00084,0.00117,0.00196,0.00012,0.00253
0,1,122,122,135.99973,-48.96272,286.76025,1.84093,3.92792,-0.00167,-0.00154,-0.00264,-0.00133,0.001,0.00204,0.00051,0.00291
0,1,123,123,135.99926,-48.9631,286.76499,1.84093,3.92792,-0.00165,-0.00129,-0.00295,-0.00205,0.00076,0.00195,0.00111,0.00342
0,1,124,124,135.99865,-48.96339,286.76979,1.84093,3.92792,-0.00142,-0.00098,-0.00349,-0.00312,0.00052,0.00164,0.00198,0.00425
0,1,125,125,135.99859,-48.96316,286.78377,1.84093,3.92792,-0.00121,-0.00081,-0.00438,-0.00454,0.00043,0.0014,0.00308,0.00551
0,1,126,126,135.99906,-48.9625,286.78777,1.84093,3.92792,-0.00126,-0.00098,-0.00551,-0.00611,0.00058,0.00149,0.00426,0.00704
0,1,127,127,135.99972,-48.96191,286.78839,1.84093,3.92792,-0.00163,-0.00147,-0.00663,-0.00756,0.00094,0.00198,0.00532,0.00853
0,1,128,128,136.00034,-48.96167,286.78378,1.84093,3.92792,-0.00232,-0.00213,-0.00746,-0.00871,0.00137,0.00283,0.00619,0.00966
0,1,129,129,136.00068,-48.96116,286.77084,1.84093,3.92792,-0.00322,-0.00309,-0.00778,-0.00938,0.00203,0.00397,0.00673,0.01015
0,1,130,130,136.00084,-48.96082,286.75433,1.84093,3.92792,-0.00425,-0.00426,-0.00744,-0.00934,0.00285,0.0053,0.0068,0.00981
0,1,131,131,136.00077,-48.96087,286.7347,1.84093,3.92792,-0.00531,-0.00548,-0.00635,-0.00849,0.00371,0.00666,0.0063,0.00853
0,1,132,132,136.00051,-48.96109,286.71815,1.84093,3.92792,-0.00631,-0.00666,-0.00451,-0.00679,0.00456,0.00796,0.00521,0.00627
0,1,133,133,135.99987,-48.96184,286.70458,1.84093,3.92792,-0.00708,-0.00759,-0.002,-0.00434,0.00523,0.00897,0.00359,0.00316
0,1,134,134,135.99931,-48.96263,286.70122,1.84093,3.92792,-0.00765,-0.00822,0.00105,-0.00134,0.00568,0.00969,0.00158,-0.00062
0,1,135,135,135.99831,-48.96381,286.69504,1.84093,3.92792,-0.00781,-0.0084,0.00444,0.00196,0.0058,0.00989,-0.00061,-0.00482
0,1,136,136,135.99752,-48.96463,286.69098,1.84093,3.92792,-0.00764,-0.00825,0.00794,0.00529,0.00571,0.00969,-0.00279,-0.00912
0,1,137,137,135.99693,-48.96512,286.69,1.84093,3.92792,-0.00722,-0.0079,0.01139,0.00851,0.0055,0.00919,-0.00488,-0.01336
0,1,138,138,135.99647,-48.96549,286.69234,1.84093,3.92792,-0.00659,-0.0074,0.0147,0.01158,0.0052,0.00843,-0.00687,-0.01741
0,1,139,139,135.99592,-48.96603,286.69645,1.84093,3.92792,-0.0057,-0.00667,0.01778,0.01444,0.00475,0.00738,-0.00873,-0.02118
0,1,140,140,135.99549,-48.96649,286.70234,1.84093,3.92792,-0.00461,-0.00575,0.02051,0.017,0.00418,0.00607,-0.01039,-0.02453
0,1,141,141,135.99488,-48.96725,286.70759,1.84093,3.92792,-0.00323,-0.00451,0.02278,0.01911,0.00339,0.00439,-0.01175,-0.02731
0,1,142,142,135.99459,-48.96756,286.71093,1.84093,3.92792,-0.00169,-0.00312,0.02445,0.02062,0.00251,0.00251,-0.01272,-0.02934
0,1,143,143,135.99414,-48.96773,286.71433,1.84093,3.92792,8e-05,-0.00165,0.02541,0.0215,0.00161,0.0004,-0.01328,-0.03051
0,1,144,144,135.9934,-48.96798,286.72132,1.84093,3.92792,0.0022,-7e-05,0.02542,0.02169,0.0007,-0.00208,-0.01346,-0.03058
0,1,145,145,135.99398,-48.9674,286.73318,1.84093,3.92792,0.00412,0.0013,0.02443,0.02127,-6e-05,-0.00432,-0.01334,-0.02952
0,1,146,146,135.99521,-48.96659,286.7454,1.84093,3.92792,0.00559,0.00235,0.02274,0.0205,-0.00064,-0.00603,-0.01308,-0.02768
0,1,147,147,135.99676,-48.96581,286.75804,1.84093,3.92792,0.00647,0.00311,0.02082,0.01965,-0.00111,-0.00709,-0.01282,-0.0256
0,1,148,148,135.99756,-48.96542,286.75678,1.84093,3.92792,0.00706,0.00373,0.01903,0.01893,-0.00154,-0.00783,-0.01264,-0.02368
0,1,149,149,135.99764,-48.9656,286.74304,1.84093,3.92792,0.00766,0.00446,0.01745,0.01829,-0.00207,-0.00862,-0.01249,-0.02198
0,1,150,150,135.99771,-48.96573,286.72145,1.84093,3.92792,0.0083,0.0053,0.01598,0.01762,-0.00268,-0.00948,-0.01228,-0.02037
0,1,151,151,135.9968,-48.96615,286.69266,1.84093,3.92792,0.00939,0.00636,0.01431,0.01672,-0.0034,-0.01082,-0.01191,-0.01851
0,1,152,152,135.99678,-48.96625,286.679,1.84093,3.92792,0.01057,0.00754,0.01211,0.01539,-0.00419,-0.01229,-0.01126,-0.01601
0,1,153,153,135.9974,-48.96612,286.66635,1.84093,3.92792,0.01159,0.00874,0.00933,0.01351,-0.00504,-0.01361,-0.01026,-0.01281
0,1,154,154,135.99809,-48.96592,286.65436,1.84093,3.92792,0.01241,0.00992,0.00607,0.01101,-0.00595,-0.01473,-0.00881,-0.00897
0,1,155,155,135.99887,-48.96528,286.64193,1.84093,3.92792,0.01299,0.01091,0.00242,0.00792,-0.00674,-0.01557,-0.0069,-0.00458
0,1,156,156,135.99887,-48.9649,286.62048,1.84093,3.92792,0.01363,0.01181,-0.00168,0.00426,-0.00741,-0.01644,-0.00457,0.00039
0,1,157,157,135.99946,-48.96409,286.6021,1.84093,3.92792,0.01409,0.01242,-0.0063,0.0001,-0.00788,-0.01705,-0.0019,0.00601
0,1,158,158,136.00136,-48.96258,286.59033,1.84093,3.92792,0.01382,0.01246,-0.01119,-0.00431,-0.00799,-0.01681,0.00093,0.01195
0,1,159,159,136.0026,-48.96145,286.57211,1.84093,3.92792,0.01309,0.01207,-0.01592,-0.00862,-0.00784,-0.01598,0.00372,0.01772
0,1,160,160,136.00327,-48.96075,286.55606,1.84093,3.92792,0.0121,0.01142,-0.02033,-0.01268,-0.0075,-0.01485,0.00636,0.0231
0,1,161,161,136.00411,-48.95984,286.54664,1.84093,3.92792,0.01078,0.01042,-0.02432,-0.01633,-0.00692,-0.0133,0.00873,0.02796
0,1,162,162,136.00497,-48.95934,286.5481,1.84093,3.92792,0.00913,0.00924,-0.02771,-0.01948,-0.00626,-0.01138,0.01078,0.03211
0,1,163,163,136.00583,-48.95865,286.5549,1.84093,3.92792,0.00713,0.0078,-0.03032,-0.02203,-0.00544,-0.00906,0.01248,0.03534
0,1,164,164,136.00589,-48.9584,286.56367,1.84093,3.92792,0.00511,0.00627,-0.03208,-0.02392,-0.00455,-0.00669,0.01378,0.03757
0,1,165,165,136.00613,-48.95807,286.57461,1.84093,3.92792,0.003,0.00463,-0.03303,-0.02515,-0.00358,-0.00419,0.01469,0.03883
0,1,166,166,136.00637,-48.95772,286.58495,1.84093,3.92792,0.00078,0.00287,-0.03311,-0.02566,-0.00252,-0.00157,0.01515,0.03905
0,1,167,167,136.00706,-48.95719,286.60115,1.84093,3.92792,-0.00171,0.0009,-0.03216,-0.02533,-0.00135,0.00138,0.01508,0.03805
0,1,168,168,136.00649,-48.95728,286.61109,1.84093,3.92792,-0.00397,-0.001,-0.03014,-0.02408,-0.00018,0.00409,0.01446,0.03577
0,1,169,169,136.00641,-48.95736,286.62578,1.84093,3.92792,-0.00619,-0.00284,-0.02713,-0.02194,0.00095,0.00674,0.01326,0.03227
0,1,170,170,136.0051,-48.95829,286.64097,1.84093,3.92792,-0.00787,-0.00429,-0.02331,-0.01908,0.00185,0.00877,0.01161,0.0278
0,1,171,171,136.00376,-48.95902,286.66177,1.84093,3.92792,-0.009,-0.00539,-0.01909,-0.01577,0.00259,0.01017,0.00964,0.02281
0,1,172,172,136.00294,-48.95956,286.68065,1.84093,3.92792,-0.00979,-0.00625,-0.01476,-0.01217,0.00317,0.01117,0.00743,0.01764
0,1,173,173,136.00197,-48.96013,286.69879,1.84093,3.92792,-0.01017,-0.00683,-0.01053,-0.00842,0.00362,0.0117,0.00504,0.0125
0,1,174,174,136.00118,-48.96064,286.71645,1.84093,3.92792,-0.01023,-0.00717,-0.00658,-0.00462,0.00392,0.01186,0.00253,0.00763
0,1,175,175,136.00101,-48.96093,286.72883,1.84093,3.92792,-0.01024,-0.00736,-0.00294,-0.00081,0.0041,0.01192,-7e-05,0.00304
0,1,176,176,136.00055,-48.96151,286.74243,1.84093,3.92792,-0.01008,-0.00728,0.00044,0.00295,0.00407,0.01175,-0.0027,-0.00127
